#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Button Down,Button Up,Host Connected,End of File
121,05/03/2023 22:28:48,10.16,,,,
122,05/03/2023 22:38:48,10.16,,,,
123,05/03/2023 22:48:48,10.16,,,,
124,05/03/2023 22:58:48,10.12,,,,
125,05/03/2023 23:08:48,10.12,,,,
126,05/03/2023 23:18:48,10.12,,,,
127,05/03/2023 23:28:48,10.16,,,,
128,05/03/2023 23:38:48,10.21,,,,
129,05/03/2023 23:48:48,10.21,,,,
130,05/03/2023 23:58:48,10.16,,,,
131,05/04/2023 00:08:48,10.21,,,,
132,05/04/2023 00:18:48,10.16,,,,
133,05/04/2023 00:28:48,10.16,,,,
134,05/04/2023 00:38:48,10.12,,,,
135,05/04/2023 00:48:48,10.12,,,,
136,05/04/2023 00:58:48,10.12,,,,
137,05/04/2023 01:08:48,10.16,,,,
138,05/04/2023 01:18:48,10.12,,,,
139,05/04/2023 01:28:48,10.12,,,,
140,05/04/2023 01:38:48,10.08,,,,
141,05/04/2023 01:48:48,10.12,,,,
142,05/04/2023 01:58:48,10.12,,,,
143,05/04/2023 02:08:48,10.12,,,,
144,05/04/2023 02:18:48,10.08,,,,
145,05/04/2023 02:28:48,10.04,,,,
146,05/04/2023 02:38:48,10.08,,,,
147,05/04/2023 02:48:48,10.08,,,,
148,05/04/2023 02:58:48,10.08,,,,
149,05/04/2023 03:08:48,10.08,,,,
150,05/04/2023 03:18:48,10.08,,,,
151,05/04/2023 03:28:48,10.08,,,,
152,05/04/2023 03:38:48,10.04,,,,
153,05/04/2023 03:48:48,10.04,,,,
154,05/04/2023 03:58:48,10.08,,,,
155,05/04/2023 04:08:48,10.08,,,,
156,05/04/2023 04:18:48,10.08,,,,
157,05/04/2023 04:28:48,10.04,,,,
158,05/04/2023 04:38:48,9.99,,,,
159,05/04/2023 04:48:48,10.04,,,,
160,05/04/2023 04:58:48,10.04,,,,
161,05/04/2023 05:08:48,10.04,,,,
162,05/04/2023 05:18:48,10.08,,,,
163,05/04/2023 05:25:30,,,Logged,,
164,05/04/2023 05:28:48,14.03,,,,
165,05/04/2023 05:38:48,17.97,,,,
166,05/04/2023 05:48:48,18.74,,,,
167,05/04/2023 05:58:48,19.99,,,,
168,05/04/2023 06:08:48,18.87,,,,
169,05/04/2023 06:18:48,18.27,,,,
170,05/04/2023 06:28:48,17.84,,,,
171,05/04/2023 06:38:48,17.63,,,,
172,05/04/2023 06:48:48,17.72,,,,
173,05/04/2023 06:58:48,19.13,,,,
174,05/04/2023 07:08:48,20.59,,,,
175,05/04/2023 07:18:48,21.75,,,,
176,05/04/2023 07:28:48,24.84,,,,
177,05/04/2023 07:38:48,26.08,,,,
178,05/04/2023 07:48:48,24.54,,,,
179,05/04/2023 07:58:48,23.16,,,,
180,05/04/2023 08:08:48,22.52,,,,
181,05/04/2023 08:18:48,24.11,,,,
182,05/04/2023 08:28:48,23.64,,,,
183,05/04/2023 08:38:48,23.21,,,,
184,05/04/2023 08:48:48,25.61,,,,
185,05/04/2023 08:58:48,26.98,,,,
186,05/04/2023 09:08:48,29.73,,,,
187,05/04/2023 09:18:48,28.57,,,,
188,05/04/2023 09:28:48,29.17,,,,
189,05/04/2023 09:38:48,29.73,,,,
190,05/04/2023 09:48:48,28.74,,,,
191,05/04/2023 09:58:48,26.68,,,,
192,05/04/2023 10:08:48,26.60,,,,
193,05/04/2023 10:18:48,25.31,,,,
194,05/04/2023 10:28:48,27.84,,,,
195,05/04/2023 10:38:48,29.94,,,,
196,05/04/2023 10:48:48,31.57,,,,
197,05/04/2023 10:58:48,32.64,,,,
198,05/04/2023 11:08:48,32.60,,,,
199,05/04/2023 11:18:48,32.69,,,,
200,05/04/2023 11:28:48,32.82,,,,
201,05/04/2023 11:38:48,32.60,,,,
202,05/04/2023 11:48:48,31.44,,,,
203,05/04/2023 11:58:48,31.19,,,,
204,05/04/2023 12:08:48,31.40,,,,
205,05/04/2023 12:18:48,31.74,,,,
206,05/04/2023 12:28:48,31.49,,,,
207,05/04/2023 12:38:48,26.81,,,,
208,05/04/2023 12:48:48,24.02,,,,
209,05/04/2023 12:58:48,22.48,,,,
210,05/04/2023 13:08:48,21.75,,,,
211,05/04/2023 13:18:48,23.76,,,,
212,05/04/2023 13:28:48,23.76,,,,
213,05/04/2023 13:38:48,24.11,,,,
214,05/04/2023 13:48:48,24.28,,,,
215,05/04/2023 13:58:48,24.36,,,,
216,05/04/2023 14:08:48,24.15,,,,
217,05/04/2023 14:18:48,23.76,,,,
218,05/04/2023 14:28:48,23.68,,,,
219,05/04/2023 14:38:48,23.89,,,,
220,05/04/2023 14:48:48,23.94,,,,
221,05/04/2023 14:58:48,23.98,,,,
222,05/04/2023 15:08:48,23.98,,,,
223,05/04/2023 15:18:48,23.94,,,,
224,05/04/2023 15:28:48,23.98,,,,
225,05/04/2023 15:38:48,23.98,,,,
226,05/04/2023 15:48:48,23.94,,,,
227,05/04/2023 15:58:48,23.85,,,,
228,05/04/2023 16:08:48,23.85,,,,
229,05/04/2023 16:18:48,23.81,,,,
230,05/04/2023 16:28:48,23.72,,,,
231,05/04/2023 16:38:48,23.68,,,,
232,05/04/2023 16:48:48,23.72,,,,
233,05/04/2023 16:58:48,23.76,,,,
234,05/04/2023 17:08:48,23.76,,,,
235,05/04/2023 17:18:48,23.81,,,,
236,05/04/2023 17:28:48,23.89,,,,
237,05/04/2023 17:38:48,25.57,,,,
238,05/04/2023 17:48:48,26.12,,,,
239,05/04/2023 17:58:48,26.30,,,,
240,05/04/2023 18:08:48,26.38,,,,
241,05/04/2023 18:18:48,26.38,,,,
242,05/04/2023 18:28:48,26.42,,,,
243,05/04/2023 18:38:48,26.47,,,,
244,05/04/2023 18:48:48,26.47,,,,
245,05/04/2023 18:58:48,26.47,,,,
246,05/04/2023 19:08:48,26.38,,,,
247,05/04/2023 19:18:48,26.34,,,,
248,05/04/2023 19:28:48,26.30,,,,
249,05/04/2023 19:38:48,24.75,,,,
250,05/04/2023 19:48:48,23.25,,,,
251,05/04/2023 19:58:48,22.26,,,,
252,05/04/2023 20:08:48,21.45,,,,
253,05/04/2023 20:18:48,21.06,,,,
254,05/04/2023 20:28:48,21.02,,,,
255,05/04/2023 20:38:48,21.06,,,,
256,05/04/2023 20:48:48,21.15,,,,
257,05/04/2023 20:58:48,21.28,,,,
258,05/04/2023 21:08:48,21.36,,,,
259,05/04/2023 21:18:48,21.40,,,,
260,05/04/2023 21:28:48,21.40,,,,
261,05/04/2023 21:38:48,21.40,,,,
262,05/04/2023 21:48:48,21.36,,,,
263,05/04/2023 21:58:48,21.36,,,,
264,05/04/2023 22:08:48,21.40,,,,
265,05/04/2023 22:18:48,21.45,,,,
266,05/04/2023 22:28:48,20.33,,,,
267,05/04/2023 22:38:48,19.60,,,,
268,05/04/2023 22:48:48,19.09,,,,
269,05/04/2023 22:58:48,18.79,,,,
270,05/04/2023 23:08:48,18.79,,,,
271,05/04/2023 23:18:48,18.62,,,,
272,05/04/2023 23:28:48,18.53,,,,
273,05/04/2023 23:38:48,18.53,,,,
274,05/04/2023 23:48:48,18.44,,,,
275,05/04/2023 23:58:48,18.40,,,,
276,05/05/2023 00:08:48,18.36,,,,
277,05/05/2023 00:18:48,18.32,,,,
278,05/05/2023 00:28:48,18.27,,,,
279,05/05/2023 00:38:48,18.23,,,,
280,05/05/2023 00:48:48,18.19,,,,
281,05/05/2023 00:58:48,18.14,,,,
282,05/05/2023 01:08:48,18.10,,,,
283,05/05/2023 01:18:48,18.10,,,,
284,05/05/2023 01:28:48,18.02,,,,
285,05/05/2023 01:38:48,17.97,,,,
286,05/05/2023 01:48:48,17.93,,,,
287,05/05/2023 01:58:48,17.89,,,,
288,05/05/2023 02:08:48,17.89,,,,
289,05/05/2023 02:18:48,17.80,,,,
290,05/05/2023 02:28:48,17.80,,,,
291,05/05/2023 02:38:48,17.76,,,,
292,05/05/2023 02:48:48,17.72,,,,
293,05/05/2023 02:58:48,17.63,,,,
294,05/05/2023 03:08:48,17.63,,,,
295,05/05/2023 03:18:48,17.59,,,,
296,05/05/2023 03:28:48,17.54,,,,
297,05/05/2023 03:38:48,17.54,,,,
298,05/05/2023 03:48:48,17.46,,,,
299,05/05/2023 03:58:48,17.50,,,,
300,05/05/2023 04:08:48,17.41,,,,
301,05/05/2023 04:18:48,17.37,,,,
302,05/05/2023 04:28:48,17.41,,,,
303,05/05/2023 04:38:48,17.41,,,,
304,05/05/2023 04:48:48,17.37,,,,
305,05/05/2023 04:58:48,17.33,,,,
306,05/05/2023 05:08:48,17.37,,,,
307,05/05/2023 05:18:48,17.33,,,,
308,05/05/2023 05:28:48,17.29,,,,
309,05/05/2023 05:38:48,17.37,,,,
310,05/05/2023 05:48:48,17.37,,,,
311,05/05/2023 05:58:48,17.37,,,,
312,05/05/2023 06:08:48,17.41,,,,
313,05/05/2023 06:18:48,17.33,,,,
314,05/05/2023 06:28:48,17.41,,,,
315,05/05/2023 06:38:48,17.37,,,,
316,05/05/2023 06:48:48,17.41,,,,
317,05/05/2023 06:58:48,17.41,,,,
318,05/05/2023 07:08:48,17.37,,,,
319,05/05/2023 07:18:48,17.37,,,,
320,05/05/2023 07:28:48,17.33,,,,
321,05/05/2023 07:38:48,17.41,,,,
322,05/05/2023 07:48:48,17.37,,,,
323,05/05/2023 07:58:48,17.37,,,,
324,05/05/2023 08:08:48,17.46,,,,
325,05/05/2023 08:18:48,17.50,,,,
326,05/05/2023 08:28:48,17.67,,,,
327,05/05/2023 08:38:48,17.93,,,,
328,05/05/2023 08:48:48,18.10,,,,
329,05/05/2023 08:58:48,18.83,,,,
330,05/05/2023 09:08:48,19.43,,,,
331,05/05/2023 09:18:48,20.07,,,,
332,05/05/2023 09:28:48,20.63,,,,
333,05/05/2023 09:38:48,20.72,,,,
334,05/05/2023 09:48:48,20.50,,,,
335,05/05/2023 09:58:48,20.12,,,,
336,05/05/2023 10:08:48,19.95,,,,
337,05/05/2023 10:18:48,19.86,,,,
338,05/05/2023 10:28:48,19.90,,,,
339,05/05/2023 10:38:48,20.80,,,,
340,05/05/2023 10:47:04,,Logged,,,
341,05/05/2023 10:47:05,,,Logged,,
342,05/05/2023 10:47:07,,,,Logged,Logged
