Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14997864302644848,23.94322395324707,46415.07421875,47417.262768680623,30.833365076933486,1527.3077800863277,1020.5093108593287
0.44999999999999996,0.44994786430056355,23.96791029710036,46403.824639423074,47381.871472439452,30.807877990535349,1527.3473109748857,1020.484200190447
0.74999999999999989,0.74991559646344352,23.936311345322785,46385.838139342319,47394.089239805122,30.816251023754358,1527.2819247340904,1020.5009944013416
1.05,1.0498738348316863,23.885018656748692,46395.280384903213,47453.4751747489,30.858643514848545,1527.2036975973551,1020.5491873234705
1.35,1.349822916262722,23.855202341337378,46375.77811666175,47462.476762093218,30.864691324959733,1527.1401194291807,1020.5636913539496
1.65,1.6497677923577032,23.826421946265043,46357.773992803086,47472.016323273929,30.871140650220074,1527.0795299259416,1020.5781927537696
1.9500000000000002,1.9497100770050386,23.802891728847648,46327.850058272714,47464.24690945934,30.865075355092007,1527.0185832754974,1020.5817146787304
2.25,2.2496503966262065,23.789781863049019,46324.912765320543,47473.990450861958,30.871887321282927,1526.9978801670229,1020.5919535704428
2.55,2.5495873133389968,23.76902551148407,46316.385335004306,47485.452958351379,30.879839975767752,1526.9590755433933,1020.605260990567
2.85,2.84952004543618,23.71602650367446,46265.352652058966,47484.735489017512,30.878472606938583,1526.8285509746049,1020.6208203851489
3.15,3.1494501391608893,23.662608724131164,46191.146630654039,47460.614876313077,30.860074085109535,1526.6782891782866,1020.6236051163209
3.4499999999999997,3.44937613364572,23.597076980909527,46139.828059261963,47471.814073701542,30.867158755702448,1526.5246929797418,1020.6491077431252
3.75,3.7492909489374324,23.518593514257827,46114.946573618356,47522.963088436263,30.903066840578568,1526.3691285860389,1020.7000818582233
4.05,4.0491948211640176,23.468921996075466,46083.62404751197,47539.353207859014,30.914128062844355,1526.2596436001086,1020.723980941547
4.35,4.3490865142750668,23.371100589006389,46045.790259032379,47596.384719740592,30.953959982536858,1526.0582822004096,1020.7833773097187
4.6499999999999995,4.64895562390039,23.2298661095857,46007.798064763461,47696.377551854115,31.024268411202179,1525.7781554453186,1020.8781200497157
4.9499999999999993,4.9488018710877162,23.122200268231605,45959.0915527563,47752.483569518634,31.063153754258572,1525.5489268317242,1020.9394339606413
5.2499999999999991,5.2486296234334358,23.008920996435027,45908.824142583675,47812.805609599833,31.104951338824662,1525.3076225232167,1021.0044578793196
