Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14995444416250506,24.078438736194858,46936.90234375,47818.251305877937,31.126904464078663,1527.9647542304542,1020.6917411915658
0.44999999999999996,0.449866368776225,24.03645568994375,46905.077325418526,47826.7410087692,31.132444689317307,1527.870599075063,1020.7094599708779
0.74999999999999989,0.74977721610900139,24.008536845211268,46821.322698923643,47768.53759866803,31.089610910476065,1527.7592652023736,1020.686529508852
1.05,1.0496936058795547,24.017645574790222,46806.69752191336,47744.742707497608,31.072323674462506,1527.7684433209925,1020.6721234592243
1.35,1.3496083308665958,24.009816935445688,46839.666014717877,47786.003849406057,31.102167286599624,1527.7861277498591,1020.6982494148584
1.65,1.6495135137157486,23.982602972077906,46867.692262390563,47841.161370198184,31.141871118390952,1527.7658282354414,1020.7374627828906
1.9500000000000002,1.9494070929071108,23.958226724735088,46901.483853967817,47899.492068686239,31.183926829746124,1527.7551685451626,1020.7776261116326
2.25,2.2492945375268438,23.950856340785478,46892.081154831947,47897.099928527532,31.181995791542022,1527.7395931352774,1020.7796120762
2.55,2.5491833009470479,23.933376783791829,46845.616649931268,47866.73200269301,31.159554301915694,1527.6763971836458,1020.7690366171105
2.85,2.8490715429622089,23.903722257848795,46826.0777650088,47875.780823098241,31.1656451464738,1527.6134439031434,1020.7835501329724
3.15,3.1489555091708725,23.873479697375494,46806.525394074757,47885.402966906273,31.172141162067735,1527.5493887974851,1020.7985338832648
3.4499999999999997,3.44883492112158,23.834207695636383,46776.39067514574,47893.057840401372,31.177072495217708,1527.4608171447881,1020.8149439813149
3.75,3.7487119261900967,23.804141876579315,46731.17951002084,47876.243401839965,31.16431286238732,1527.3761950238288,1020.8153086409603
4.05,4.0485919502176726,23.761781899672993,46631.139935703141,47815.254200150404,31.119216475493619,1527.2253940094849,1020.7947791379989
4.35,4.3484751818981673,23.737141364045062,46591.6207909221,47798.885497718395,31.106856673602309,1527.1547469965624,1020.7938591727829
4.6499999999999995,4.648358742798087,23.712495829259932,46552.099267040212,47782.502697262695,31.094485135418221,1527.084026306431,1020.7929262876498
4.9499999999999993,4.9482397822609343,23.682308391199296,46538.966663010287,47798.644108075532,31.105699461721006,1527.0248071022104,1020.8114136802667
5.2499999999999991,5.2481159590106294,23.655067361873307,46523.935493525496,47809.95897868411,31.113440923504587,1526.9692270520704,1020.8264207562438
